finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
10213;???;547802.17;66562.03;Installation de dispositifs de securite sur le chantier.;101442.89;Route;Mme Garcia;???;False
10214;3033111.28;3300271.63;9999999999;Construction de la structure en beton arme.;682519.4;Stade;M. Muller;1.238;True
10215;5034113.75;;382952.53;Amenagement interieur et finitions (peinture, carrelage).;887553.74;Stade;M. Ali;0.862;True
10216;983623.37;1060799.24;29633.54;Frais pour les certifications et inspections de securite.;145475.34;Immeuble;M. Smith;0.861;True
10217;1643595.22;???;70369.57;Achat de materiaux de construction (ciment, acier, etc.).;473371.02;Route;M. Ali;0.91;False
10218;2433783.2;2175674.07;351567.83;Frais pour les certifications et inspections de securite.;292933.63;Hopital;;;False
10219;3142765.41;2472590.1;219740.28;Verification de la conformite aux normes locales de construction.;855909.23;Port;Mme Zhang;1.156;True
10220;4400560.39;3396784.98;177349.61;Installation des reseaux electriques et plomberie.;1018705.46;;M. Muller;1.465;True
10221;;2573125.92;391279.05;Amenagement interieur et finitions (peinture, carrelage).;499369.51;Hopital;M. Ali;1.365;False
10222;145934.01;128192.03;3449.4;Travaux de genie civil et fondation du batiment.;22094.97;ecole;;1.247;False
10223;???;372559.2;43224.14;Installation des reseaux electriques et plomberie.;texte;Pont;Mme Dupont;;False
10224;682149.92;606260.82;64312.87;Frais de main-d'œuvre pour la construction.;43729.93;Pont;M. Ali;;True
10225;???;2132648.28;91701.79;Construction de la structure en beton arme.;???;;M. Ali;0.946;True
10226;146565.46;198782.26;5293.0;Construction de la structure en beton arme.;21041.49;Port;Mme Dupont;0.821;True
10227;5006924.49;4817717.54;184535.07;Achat de materiaux de construction (ciment, acier, etc.).;509901.7;Route;M. Smith;0.861;True
10228;4801892.76;4157366.58;284084.68;;1307788.36;;Mme Zhang;1.111;False
10229;???;1963132.51;50345.16;Installation des reseaux electriques et plomberie.;642024.22;Hopital;;0.838;False
10230;4139111.96;3835357.83;525276.49;Verification de la conformite aux normes locales de construction.;;Immeuble;Mme Dupont;1.24;False
10231;???;596511.43;64416.92;Frais pour les certifications et inspections de securite.;139055.89;;M. Muller;1.345;False
10232;4110816.14;4763635.1;483581.54;Frais pour les certifications et inspections de securite.;1087642.66;Hopital;Mme Dupont;1.153;False
10233;2943966.17;4180444.38;411702.31;Frais pour les certifications et inspections de securite.;736250.89;Port;M. Smith;1.323;False
10234;???;4015147.57;213343.19;Construction de la structure en beton arme.;465341.83;;M. Muller;???;False
10235;4316601.2;4579416.03;476283.23;Acquisition du terrain pour le projet.;411584.46;Route;Mme Zhang;???;False
10236;???;3312405.59;427695.13;Achat de materiaux de construction (ciment, acier, etc.).;828145.96;Immeuble;Mme Zhang;;True
10237;3220217.44;3502150.41;101724.64;Verification de la conformite aux normes locales de construction.;464674.1;Pont;Mme Garcia;1.06;True
10238;???;691557.54;92718.54;Amenagement interieur et finitions (peinture, carrelage).;143684.27;Immeuble;;;True
10239;2061211.25;2920136.47;270097.53;Installation de dispositifs de securite sur le chantier.;282252.01;Pont;Mme Zhang;0.918;False
10240;4850046.8;3930309.95;172243.62;Amenagement interieur et finitions (peinture, carrelage).;717374.45;Hopital;M. Muller;0.86;True
10241;2295414.69;2318778.95;112029.65;Achat de materiaux de construction (ciment, acier, etc.).;666044.61;Usine;M. Muller;1.446;False
10242;5336166.62;9999999999;???;Installation des reseaux electriques et plomberie.;1191748.8;Immeuble;Mme Zhang;0.916;True
10243;256938.37;246135.73;19849.25;;52813.72;Immeuble;M. Muller;1.316;False
10244;1301042.99;;99715.46;Amenagement interieur et finitions (peinture, carrelage).;131098.87;Hopital;M. Smith;1.425;True
10245;1922283.55;2579254.61;159312.83;Amenagement interieur et finitions (peinture, carrelage).;260677.01;Hopital;Mme Zhang;1.201;False
10246;940341.16;971216.8;65852.7;Construction de la structure en beton arme.;184320.43;Port;M. Smith;1.468;False
10247;3460679.62;3061165.21;347067.87;Installation des reseaux electriques et plomberie.;907632.7;Pont;Mme Garcia;1.185;False
10248;4823275.11;3995629.72;337780.69;;466374.22;Stade;M. Muller;1.342;True
10249;595196.06;809445.05;52311.84;Frais de main-d'œuvre pour la construction.;???;Port;M. Smith;texte;True
10250;9999999999;2536205.68;248094.21;Travaux de genie civil et fondation du batiment.;;Stade;Mme Dupont;1.048;True
10251;2678434.12;2978523.99;191254.34;Construction de la structure en beton arme.;308972.88;Hopital;M. Smith;1.427;True
10252;749307.23;668910.41;35265.19;Frais de main-d'œuvre pour la construction.;44638.02;;Mme Garcia;0.87;False
10253;299889.3;9999999999;???;Construction de la structure en beton arme.;88419.86;Pont;Mme Dupont;1.471;True
10254;4432187.08;4903470.22;147648.71;Installation des reseaux electriques et plomberie.;657802.16;Stade;M. Smith;1.004;False
10255;4592649.49;4516183.26;229322.03;Acquisition du terrain pour le projet.;1034969.2;Stade;M. Muller;1.246;False
10256;4195251.18;3723982.15;83375.46;Frais de main-d'œuvre pour la construction.;506509.58;;;0.979;False
10257;1739852.95;2330769.85;???;Travaux de genie civil et fondation du batiment.;349233.9;Immeuble;M. Ali;;False
10258;3851857.62;texte;397278.88;Frais pour les certifications et inspections de securite.;534493.49;Usine;Mme Zhang;0.877;False
10259;4517717.63;4256865.9;312303.81;Installation de dispositifs de securite sur le chantier.;1183432.53;Immeuble;Mme Dupont;0.959;True
10260;2053486.77;1932583.92;116621.61;Amenagement interieur et finitions (peinture, carrelage).;;Stade;M. Muller;0.809;False
10261;2279638.12;2657343.58;67485.43;Installation de dispositifs de securite sur le chantier.;292277.12;Usine;M. Smith;1.192;False
10262;4505274.78;3789938.34;668511.66;Installation de dispositifs de securite sur le chantier.;693034.35;Pont;Mme Zhang;1.231;False
10263;???;2875469.67;246797.96;Construction de la structure en beton arme.;691552.93;ecole;M. Ali;1.325;True
10264;1564139.01;2103451.16;???;Verification de la conformite aux normes locales de construction.;160199.24;Immeuble;Mme Zhang;0.968;True
10265;398755.58;330372.94;9214.69;Frais de main-d'œuvre pour la construction.;22893.11;Hopital;M. Ali;???;False
10266;271828.16;264201.69;;Installation de dispositifs de securite sur le chantier.;48541.4;Hopital;Mme Zhang;1.153;True
10267;6131281.88;4993511.11;???;Travaux de genie civil et fondation du batiment.;1378328.82;Hopital;Mme Dupont;0.971;False
10268;681345.06;614013.28;;;73022.08;Usine;M. Muller;0.969;True
10269;5697998.14;4405332.18;179358.2;Acquisition du terrain pour le projet.;851395.31;Port;Mme Dupont;1.108;False
10270;???;;63831.67;Travaux de genie civil et fondation du batiment.;???;Route;Mme Dupont;1.016;False
10271;3520931.76;2709258.76;482649.07;Frais pour les certifications et inspections de securite.;540682.94;ecole;Mme Dupont;1.415;True
10272;3552629.69;3327580.28;502214.22;Construction de la structure en beton arme.;361854.97;;M. Muller;???;False
10273;1020688.7;1198386.74;77226.78;Frais de main-d'œuvre pour la construction.;???;Usine;Mme Zhang;0.85;True
10274;???;;90623.35;Amenagement interieur et finitions (peinture, carrelage).;283358.79;ecole;M. Smith;1.241;True
10275;???;4842014.79;120934.26;Installation de dispositifs de securite sur le chantier.;1003615.56;;M. Muller;0.89;False
10276;2632104.99;texte;329424.73;Installation des reseaux electriques et plomberie.;666031.28;Immeuble;Mme Dupont;1.192;False
10277;5648519.94;4663343.37;305261.1;Travaux de genie civil et fondation du batiment.;1167542.72;Stade;Mme Dupont;0.872;False
10278;;2673300.96;342221.17;Frais de main-d'œuvre pour la construction.;141630.45;Usine;M. Muller;1.358;False
10279;;3461116.37;475278.32;;607377.07;Port;M. Muller;0.828;False
10280;4804618.43;4899761.97;646150.42;Installation des reseaux electriques et plomberie.;???;Hopital;Mme Dupont;1.116;True
10281;3336764.18;3907099.76;278953.76;Frais de main-d'œuvre pour la construction.;142706.04;Usine;M. Smith;1.327;True
10282;252742.79;228188.43;19106.57;;???;Usine;M. Muller;1.237;False
10283;???;2984766.48;174730.39;Installation de dispositifs de securite sur le chantier.;9999999999;Route;Mme Garcia;1.379;False
10284;812205.9;1010063.83;74004.12;Acquisition du terrain pour le projet.;105667.04;Immeuble;Mme Zhang;1.374;True
10285;2534434.3;2390725.15;376058.96;Frais pour les certifications et inspections de securite.;460407.13;Stade;M. Smith;1.3;True
10286;texte;4587701.21;124992.6;Installation des reseaux electriques et plomberie.;689244.74;Usine;M. Smith;1.154;True
10287;1380964.75;1863254.58;173034.49;Installation des reseaux electriques et plomberie.;9999999999;Pont;Mme Zhang;1.261;False
10288;4589109.9;4750100.57;356173.5;Acquisition du terrain pour le projet.;???;Pont;M. Smith;1.27;False
10289;;1200553.7;;Frais pour les certifications et inspections de securite.;;ecole;;0.926;False
10290;???;4150134.71;158170.25;Frais pour les certifications et inspections de securite.;689741.99;Port;Mme Dupont;0.964;False
10291;1344429.91;1489974.98;197401.57;Travaux de genie civil et fondation du batiment.;199865.05;Immeuble;Mme Garcia;;False
10292;435863.76;496151.34;8530.58;Travaux de genie civil et fondation du batiment.;9999999999;Stade;Mme Zhang;1.222;False
10293;???;4923941.66;9999999999;Achat de materiaux de construction (ciment, acier, etc.).;???;Route;Mme Dupont;1.42;False
10294;4910949.43;4055125.21;312320.92;Amenagement interieur et finitions (peinture, carrelage).;9999999999;Route;M. Smith;1.352;True
10295;texte;1290875.48;142795.89;;179950.58;Usine;;1.276;True
10296;1328654.77;1449449.06;108706.32;Verification de la conformite aux normes locales de construction.;360644.28;ecole;Mme Dupont;1.317;True
10297;2732943.01;3716354.81;340617.71;Installation des reseaux electriques et plomberie.;331503.42;ecole;M. Muller;1.214;False
10298;???;2074807.11;94785.85;Verification de la conformite aux normes locales de construction.;537580.31;Pont;M. Smith;1.026;False
10299;2884110.17;3473726.2;45910.08;Installation de dispositifs de securite sur le chantier.;831803.48;Hopital;Mme Zhang;1.241;False
10300;1721661.01;1593529.64;200167.15;Installation de dispositifs de securite sur le chantier.;266795.1;;M. Muller;0.985;True
10301;5857920.96;;414620.44;Acquisition du terrain pour le projet.;390136.38;Hopital;M. Smith;1.081;False
10302;3120864.85;2519322.17;400667.07;;736992.45;Immeuble;M. Muller;???;True
10303;???;1348163.59;180157.26;Acquisition du terrain pour le projet.;112576.17;Hopital;M. Smith;0.918;False
10304;4021961.76;3432119.66;???;Construction de la structure en beton arme.;1163961.83;Hopital;Mme Zhang;1.265;False
10305;;;???;Installation des reseaux electriques et plomberie.;293664.57;Pont;Mme Zhang;1.391;True
10306;429229.61;???;13580.68;Construction de la structure en beton arme.;93184.62;Stade;Mme Zhang;???;True
10307;3224948.77;4004203.53;247477.97;Amenagement interieur et finitions (peinture, carrelage).;368024.12;;Mme Garcia;0.945;True
10308;1071432.03;1340942.96;21597.73;Verification de la conformite aux normes locales de construction.;texte;Usine;Mme Dupont;0.901;False
10309;4827366.6;3996849.61;258027.0;Acquisition du terrain pour le projet.;385775.18;Usine;M. Muller;0.942;False
10310;4180258.2;3406091.66;264643.37;Construction de la structure en beton arme.;;Port;Mme Dupont;1.418;False
10311;1272782.6;1324093.5;149721.46;Frais pour les certifications et inspections de securite.;315963.84;ecole;Mme Garcia;1.388;False
10312;1617106.67;2309640.84;20666.64;Achat de materiaux de construction (ciment, acier, etc.).;414915.04;Route;M. Ali;0.828;False
10313;2762239.61;3898780.45;165880.32;Frais de main-d'œuvre pour la construction.;400817.98;ecole;M. Muller;1.191;True
10314;3242109.46;2966809.88;475944.07;Installation des reseaux electriques et plomberie.;964480.37;ecole;Mme Dupont;1.269;False
10315;???;3853192.07;495176.73;Acquisition du terrain pour le projet.;;Stade;Mme Garcia;1.062;False
10316;1810919.39;1705386.09;155383.94;Installation des reseaux electriques et plomberie.;???;Immeuble;M. Smith;1.093;True
10317;2213700.66;2929849.57;183045.96;Amenagement interieur et finitions (peinture, carrelage).;267719.58;Stade;Mme Garcia;0.834;False
10318;9999999999;???;???;Travaux de genie civil et fondation du batiment.;656094.55;Immeuble;Mme Garcia;1.332;True
10319;;4282941.7;558150.13;Installation des reseaux electriques et plomberie.;???;Immeuble;M. Ali;1.345;False
10320;721780.2;725479.81;;Achat de materiaux de construction (ciment, acier, etc.).;178866.02;ecole;M. Ali;???;True
10321;;4011844.1;???;Amenagement interieur et finitions (peinture, carrelage).;565107.49;ecole;M. Smith;1.268;True
10322;1937958.05;1950947.21;143877.75;;416393.28;Hopital;M. Smith;1.337;True
10323;1286672.8;1517446.27;141093.84;Achat de materiaux de construction (ciment, acier, etc.).;texte;Usine;M. Ali;1.154;False
10324;2703724.4;;102921.69;Installation de dispositifs de securite sur le chantier.;807441.8;Usine;Mme Dupont;1.321;True
10325;;1398149.54;157260.48;Construction de la structure en beton arme.;200268.83;Immeuble;Mme Garcia;0.871;False
10326;3855765.52;4015358.19;109964.0;Verification de la conformite aux normes locales de construction.;1035859.85;Usine;Mme Garcia;0.99;False
10327;2759855.46;3037197.34;286061.05;Acquisition du terrain pour le projet.;;;;1.303;False
10328;4383351.94;3503751.9;394653.99;Frais de main-d'œuvre pour la construction.;610317.07;Immeuble;M. Smith;???;True
10329;???;3685202.85;317324.71;Amenagement interieur et finitions (peinture, carrelage).;563017.29;Hopital;Mme Garcia;1.399;True
10330;809186.98;???;;Travaux de genie civil et fondation du batiment.;197292.51;Stade;M. Ali;0.81;False
10331;???;3653934.46;75500.4;Verification de la conformite aux normes locales de construction.;782198.72;Usine;M. Smith;1.266;False
10332;3524656.8;3680590.38;41215.2;Verification de la conformite aux normes locales de construction.;texte;Usine;M. Smith;1.458;False
10333;2310263.56;3173865.31;???;Installation de dispositifs de securite sur le chantier.;265966.7;Route;M. Ali;0.887;False
10334;2459401.38;2252256.18;???;Frais de main-d'œuvre pour la construction.;;Immeuble;Mme Garcia;1.17;True
10335;1848806.36;2441153.45;193638.37;Acquisition du terrain pour le projet.;176522.58;Immeuble;M. Ali;???;False
10336;470675.1;texte;14912.79;Travaux de genie civil et fondation du batiment.;75494.56;ecole;M. Muller;1.165;False
10337;texte;3071199.86;109182.21;Verification de la conformite aux normes locales de construction.;856279.4;Route;M. Muller;0.878;True
10338;2040986.23;1673514.46;94387.88;Travaux de genie civil et fondation du batiment.;437818.75;Usine;;;False
10339;???;2527188.87;190213.87;;262439.72;Usine;;texte;False
10340;2931028.03;4113320.89;273933.74;Installation de dispositifs de securite sur le chantier.;795947.91;Pont;Mme Garcia;???;True
10341;9999999999;3494935.79;80138.46;Installation des reseaux electriques et plomberie.;295883.44;Port;Mme Dupont;;True
10342;???;2803848.12;349537.94;Construction de la structure en beton arme.;335864.48;Immeuble;M. Ali;1.025;False
10343;3369503.22;3067983.69;116465.68;Installation de dispositifs de securite sur le chantier.;650853.64;Hopital;M. Ali;1.019;True
10344;;2932012.0;155656.9;Acquisition du terrain pour le projet.;228912.02;Port;M. Smith;???;False
10345;2686326.31;???;310560.79;Verification de la conformite aux normes locales de construction.;805199.02;Usine;Mme Garcia;1.062;False
10346;2663267.21;2377996.13;;Amenagement interieur et finitions (peinture, carrelage).;408013.55;;Mme Garcia;0.901;True
10347;3644543.71;3089887.71;470593.55;;400061.68;Immeuble;M. Muller;1.096;True
10348;963994.57;986007.36;;Frais de main-d'œuvre pour la construction.;96378.14;Immeuble;M. Smith;0.859;False
